,time,lng,lat
558,2024-05-20 11:10:58,118.816536,31.871656
559,2024-05-20 11:10:59,118.816505,31.871614
560,2024-05-20 11:11:00,118.816475,31.871572
561,2024-05-20 11:11:01,118.816475,31.871540
562,2024-05-20 11:11:10,118.816490,31.871393
563,2024-05-20 11:11:11,118.816475,31.871359
564,2024-05-20 11:11:12,118.816460,31.871325
565,2024-05-20 11:11:13,118.816420,31.871296
566,2024-05-20 11:11:14,118.816376,31.871284
567,2024-05-20 11:11:19,118.815970,31.871284
568,2024-05-20 11:11:37,118.813770,31.871332
569,2024-05-20 11:11:39,118.813590,31.871428
570,2024-05-20 11:11:45,118.813100,31.871723
571,2024-05-20 11:11:47,118.812970,31.871887
572,2024-05-20 11:12:17,118.810590,31.875484
573,2024-05-20 11:12:37,118.809265,31.877932
574,2024-05-20 11:13:07,118.808870,31.879011
575,2024-05-20 11:13:37,118.807976,31.881472
576,2024-05-20 11:14:07,118.806526,31.886393
577,2024-05-20 11:14:21,118.806210,31.888191
578,2024-05-20 11:14:23,118.806230,31.888304
579,2024-05-20 11:14:25,118.806280,31.888363
580,2024-05-20 11:14:28,118.806420,31.888363
581,2024-05-20 11:14:36,118.806740,31.888378
582,2024-05-20 11:14:40,118.806786,31.888388
583,2024-05-20 11:14:42,118.806850,31.888416
584,2024-05-20 11:14:43,118.806910,31.888416
585,2024-05-20 11:14:45,118.807045,31.888391
586,2024-05-20 11:14:48,118.807330,31.888315
587,2024-05-20 11:15:00,118.808464,31.888285
588,2024-05-20 11:15:02,118.808580,31.888208
589,2024-05-20 11:15:05,118.808685,31.888090
590,2024-05-20 11:15:07,118.808720,31.888004
591,2024-05-20 11:15:18,118.808770,31.887363
592,2024-05-20 11:15:40,118.808870,31.886072
593,2024-05-20 11:16:10,118.809010,31.885569
594,2024-05-20 11:42:13,118.808740,31.888489
595,2024-05-20 11:42:43,118.808560,31.890640
596,2024-05-20 11:43:14,118.808870,31.892452
597,2024-05-20 11:43:15,118.808950,31.892574
598,2024-05-20 11:43:17,118.809070,31.892680
599,2024-05-20 11:43:19,118.809235,31.892748
600,2024-05-20 11:43:23,118.809555,31.892803
601,2024-05-20 11:43:52,118.811900,31.892927
602,2024-05-20 11:44:22,118.814064,31.893059
603,2024-05-20 11:44:43,118.815500,31.893124
604,2024-05-20 11:44:47,118.815560,31.893164
605,2024-05-20 11:44:50,118.815590,31.893240
606,2024-05-20 11:44:53,118.815590,31.893375
607,2024-05-20 11:44:58,118.815510,31.893677
608,2024-05-20 11:45:12,118.815530,31.894580
609,2024-05-20 11:45:13,118.815560,31.894620
610,2024-05-20 11:45:15,118.815620,31.894672
611,2024-05-20 11:45:17,118.815704,31.894684
612,2024-05-20 11:45:18,118.815750,31.894676
613,2024-05-20 11:45:25,118.816080,31.894580
614,2024-05-20 11:45:26,118.816130,31.894592
615,2024-05-20 11:45:27,118.816160,31.894620
616,2024-05-20 11:45:29,118.816180,31.894688
617,2024-05-20 11:46:00,118.816130,31.894560
